Time,Unix,Fridge,Television,Microwave
2014-03-06 16:26:34,1394123194.0,0.0,66.0,2.0
2014-03-06 16:26:46,1394123206.0,0.0,63.0,2.0
2014-03-06 16:26:47,1394123207.0,0.0,62.0,2.0
2014-03-06 16:27:00,1394123220.0,0.0,58.0,2.0
2014-03-06 16:27:01,1394123221.0,0.0,58.0,2.0
2014-03-06 16:27:14,1394123234.0,0.0,63.0,2.0
2014-03-06 16:27:16,1394123236.0,0.0,63.0,2.0
2014-03-06 16:27:18,1394123238.0,0.0,63.0,2.0
2014-03-06 16:27:29,1394123249.0,0.0,63.0,2.0
2014-03-06 16:27:30,1394123250.0,0.0,63.0,2.0
2014-03-06 16:27:33,1394123253.0,0.0,63.0,2.0
2014-03-06 16:27:44,1394123264.0,0.0,63.0,2.0
2014-03-06 16:27:47,1394123267.0,0.0,63.0,2.0
2014-03-06 16:27:58,1394123278.0,0.0,63.0,2.0
2014-03-06 16:28:01,1394123281.0,0.0,63.0,2.0
2014-03-06 16:28:13,1394123293.0,0.0,63.0,2.0
2014-03-06 16:28:16,1394123296.0,0.0,63.0,2.0
2014-03-06 16:28:18,1394123298.0,0.0,63.0,2.0
2014-03-06 16:28:27,1394123307.0,0.0,62.0,2.0
2014-03-06 16:28:30,1394123310.0,0.0,62.0,2.0
2014-03-06 16:28:33,1394123313.0,0.0,64.0,2.0
2014-03-06 16:28:44,1394123324.0,0.0,62.0,2.0
2014-03-06 16:28:47,1394123327.0,0.0,62.0,2.0
2014-03-06 16:28:59,1394123339.0,0.0,65.0,2.0
2014-03-06 16:29:01,1394123341.0,0.0,65.0,2.0
2014-03-06 16:29:13,1394123353.0,0.0,64.0,2.0
2014-03-06 16:29:16,1394123356.0,0.0,64.0,2.0
2014-03-06 16:29:18,1394123358.0,0.0,61.0,2.0
2014-03-06 16:29:27,1394123367.0,0.0,63.0,2.0
2014-03-06 16:29:30,1394123370.0,0.0,63.0,2.0
2014-03-06 16:29:33,1394123373.0,0.0,63.0,2.0
2014-03-06 16:29:44,1394123384.0,0.0,63.0,2.0
2014-03-06 16:29:47,1394123387.0,0.0,63.0,2.0
2014-03-06 16:29:58,1394123398.0,0.0,63.0,2.0
2014-03-06 16:30:01,1394123401.0,0.0,62.0,2.0
2014-03-06 16:30:13,1394123413.0,0.0,62.0,2.0
2014-03-06 16:30:16,1394123416.0,0.0,62.0,2.0
2014-03-06 16:30:19,1394123419.0,0.0,62.0,2.0
2014-03-06 16:30:27,1394123427.0,0.0,61.0,2.0
2014-03-06 16:30:30,1394123430.0,0.0,61.0,2.0
2014-03-06 16:30:33,1394123433.0,0.0,62.0,2.0
2014-03-06 16:30:44,1394123444.0,0.0,61.0,2.0
2014-03-06 16:30:47,1394123447.0,0.0,61.0,2.0
2014-03-06 16:30:59,1394123459.0,0.0,61.0,2.0
2014-03-06 16:31:02,1394123462.0,0.0,62.0,2.0
2014-03-06 16:31:13,1394123473.0,0.0,64.0,2.0
2014-03-06 16:31:16,1394123476.0,0.0,61.0,2.0
2014-03-06 16:31:18,1394123478.0,0.0,61.0,2.0
2014-03-06 16:31:28,1394123488.0,0.0,63.0,2.0
2014-03-06 16:31:31,1394123491.0,0.0,63.0,2.0
2014-03-06 16:31:33,1394123493.0,0.0,64.0,2.0
2014-03-06 16:31:45,1394123505.0,0.0,61.0,2.0
2014-03-06 16:31:47,1394123507.0,0.0,61.0,2.0
2014-03-06 16:31:59,1394123519.0,0.0,63.0,2.0
2014-03-06 16:32:01,1394123521.0,0.0,63.0,2.0
2014-03-06 16:32:13,1394123533.0,0.0,63.0,2.0
2014-03-06 16:32:16,1394123536.0,0.0,63.0,2.0
2014-03-06 16:32:19,1394123539.0,0.0,62.0,2.0
2014-03-06 16:32:28,1394123548.0,0.0,61.0,2.0
2014-03-06 16:32:30,1394123550.0,0.0,62.0,2.0
2014-03-06 16:32:33,1394123553.0,0.0,62.0,2.0
2014-03-06 16:32:44,1394123564.0,0.0,60.0,2.0
2014-03-06 16:32:47,1394123567.0,0.0,61.0,2.0
2014-03-06 16:32:58,1394123578.0,0.0,62.0,2.0
2014-03-06 16:33:02,1394123582.0,0.0,62.0,2.0
2014-03-06 16:33:13,1394123593.0,0.0,62.0,2.0
2014-03-06 16:33:16,1394123596.0,0.0,62.0,2.0
2014-03-06 16:33:19,1394123599.0,0.0,61.0,2.0
2014-03-06 16:33:27,1394123607.0,0.0,59.0,2.0
2014-03-06 16:33:30,1394123610.0,0.0,59.0,2.0
2014-03-06 16:33:33,1394123613.0,0.0,60.0,2.0
2014-03-06 16:33:45,1394123625.0,0.0,61.0,2.0
2014-03-06 16:33:48,1394123628.0,0.0,61.0,2.0
2014-03-06 16:33:59,1394123639.0,0.0,60.0,2.0
2014-03-06 16:34:02,1394123642.0,0.0,60.0,2.0
2014-03-06 16:34:13,1394123653.0,0.0,61.0,2.0
2014-03-06 16:34:16,1394123656.0,0.0,61.0,2.0
2014-03-06 16:34:19,1394123659.0,0.0,61.0,2.0
2014-03-06 16:34:27,1394123667.0,0.0,62.0,2.0
2014-03-06 16:34:30,1394123670.0,0.0,62.0,2.0
2014-03-06 16:34:33,1394123673.0,0.0,62.0,2.0
2014-03-06 16:34:45,1394123685.0,0.0,62.0,2.0
2014-03-06 16:34:47,1394123687.0,0.0,63.0,2.0
2014-03-06 16:34:59,1394123699.0,0.0,62.0,2.0
2014-03-06 16:35:01,1394123701.0,0.0,62.0,2.0
2014-03-06 16:35:13,1394123713.0,0.0,61.0,2.0
2014-03-06 16:35:16,1394123716.0,0.0,61.0,2.0
2014-03-06 16:35:18,1394123718.0,0.0,61.0,2.0
2014-03-06 16:35:28,1394123728.0,0.0,61.0,2.0
2014-03-06 16:35:30,1394123730.0,0.0,61.0,2.0
2014-03-06 16:35:33,1394123733.0,0.0,61.0,2.0
2014-03-06 16:35:44,1394123744.0,0.0,61.0,2.0
2014-03-06 16:35:47,1394123747.0,0.0,61.0,2.0
2014-03-06 16:35:59,1394123759.0,0.0,61.0,2.0
2014-03-06 16:36:02,1394123762.0,0.0,62.0,2.0
2014-03-06 16:36:13,1394123773.0,0.0,59.0,2.0
2014-03-06 16:36:16,1394123776.0,0.0,59.0,2.0
2014-03-06 16:36:18,1394123778.0,0.0,61.0,2.0
2014-03-06 16:36:28,1394123788.0,0.0,62.0,2.0
2014-03-06 16:36:31,1394123791.0,0.0,60.0,2.0
2014-03-06 16:36:33,1394123793.0,0.0,60.0,2.0
2014-03-06 16:36:45,1394123805.0,0.0,61.0,2.0
2014-03-06 16:36:47,1394123807.0,0.0,61.0,2.0
2014-03-06 16:36:59,1394123819.0,0.0,61.0,2.0
2014-03-06 16:37:01,1394123821.0,0.0,61.0,2.0
2014-03-06 16:37:14,1394123834.0,0.0,61.0,2.0
2014-03-06 16:37:16,1394123836.0,0.0,62.0,2.0
2014-03-06 16:37:18,1394123838.0,0.0,62.0,2.0
2014-03-06 16:37:29,1394123849.0,0.0,63.0,2.0
2014-03-06 16:37:30,1394123850.0,0.0,63.0,2.0
2014-03-06 16:37:33,1394123853.0,0.0,62.0,2.0
2014-03-06 16:37:44,1394123864.0,0.0,62.0,2.0
2014-03-06 16:37:47,1394123867.0,0.0,64.0,2.0
2014-03-06 16:37:58,1394123878.0,0.0,62.0,2.0
2014-03-06 16:38:01,1394123881.0,0.0,62.0,2.0
2014-03-06 16:38:13,1394123893.0,0.0,63.0,2.0
2014-03-06 16:38:15,1394123895.0,0.0,63.0,2.0
2014-03-06 16:38:18,1394123898.0,0.0,63.0,2.0
2014-03-06 16:38:27,1394123907.0,0.0,63.0,2.0
2014-03-06 16:38:30,1394123910.0,0.0,63.0,2.0
2014-03-06 16:38:33,1394123913.0,0.0,63.0,2.0
2014-03-06 16:38:44,1394123924.0,0.0,62.0,2.0
2014-03-06 16:38:47,1394123927.0,0.0,61.0,2.0
2014-03-06 16:38:58,1394123938.0,0.0,61.0,2.0
2014-03-06 16:39:02,1394123942.0,0.0,62.0,2.0
2014-03-06 16:39:13,1394123953.0,0.0,62.0,2.0
2014-03-06 16:39:16,1394123956.0,0.0,62.0,2.0
2014-03-06 16:39:19,1394123959.0,0.0,61.0,2.0
2014-03-06 16:39:27,1394123967.0,0.0,62.0,2.0
2014-03-06 16:39:30,1394123970.0,0.0,62.0,2.0
2014-03-06 16:39:33,1394123973.0,0.0,62.0,2.0
2014-03-06 16:39:45,1394123985.0,0.0,61.0,2.0
2014-03-06 16:39:48,1394123988.0,0.0,61.0,2.0
2014-03-06 16:39:59,1394123999.0,0.0,61.0,2.0
2014-03-06 16:40:02,1394124002.0,0.0,61.0,2.0
2014-03-06 16:40:14,1394124014.0,0.0,61.0,2.0
2014-03-06 16:40:16,1394124016.0,0.0,61.0,2.0
2014-03-06 16:40:19,1394124019.0,0.0,61.0,2.0
2014-03-06 16:40:28,1394124028.0,0.0,61.0,3.0
2014-03-06 16:40:31,1394124031.0,0.0,61.0,3.0
2014-03-06 16:40:33,1394124033.0,0.0,61.0,2.0
2014-03-06 16:40:45,1394124045.0,0.0,62.0,2.0
2014-03-06 16:40:47,1394124047.0,0.0,62.0,2.0
2014-03-06 16:40:59,1394124059.0,0.0,62.0,2.0
2014-03-06 16:41:02,1394124062.0,0.0,62.0,2.0
2014-03-06 16:41:14,1394124074.0,0.0,78.0,2.0
2014-03-06 16:41:16,1394124076.0,0.0,82.0,2.0
2014-03-06 16:41:19,1394124079.0,0.0,82.0,2.0
2014-03-06 16:41:28,1394124088.0,97.0,82.0,2.0
2014-03-06 16:41:30,1394124090.0,97.0,79.0,2.0
2014-03-06 16:41:33,1394124093.0,97.0,79.0,2.0
2014-03-06 16:41:45,1394124105.0,97.0,80.0,2.0
2014-03-06 16:41:47,1394124107.0,97.0,66.0,2.0
2014-03-06 16:41:59,1394124119.0,95.0,62.0,2.0
2014-03-06 16:42:02,1394124122.0,95.0,60.0,2.0
2014-03-06 16:42:13,1394124133.0,95.0,62.0,2.0
2014-03-06 16:42:16,1394124136.0,95.0,62.0,2.0
2014-03-06 16:42:18,1394124138.0,94.0,62.0,2.0
2014-03-06 16:42:27,1394124147.0,93.0,62.0,2.0
2014-03-06 16:42:30,1394124150.0,93.0,62.0,2.0
2014-03-06 16:42:33,1394124153.0,93.0,63.0,2.0
2014-03-06 16:42:44,1394124164.0,93.0,59.0,2.0
2014-03-06 16:42:47,1394124167.0,93.0,59.0,2.0
2014-03-06 16:42:59,1394124179.0,91.0,72.0,2.0
2014-03-06 16:43:01,1394124181.0,91.0,72.0,2.0
2014-03-06 16:43:13,1394124193.0,90.0,70.0,2.0
2014-03-06 16:43:15,1394124195.0,90.0,69.0,2.0
2014-03-06 16:43:18,1394124198.0,90.0,69.0,2.0
2014-03-06 16:43:27,1394124207.0,90.0,69.0,2.0
2014-03-06 16:43:30,1394124210.0,90.0,69.0,2.0
2014-03-06 16:43:33,1394124213.0,90.0,69.0,2.0
2014-03-06 16:43:44,1394124224.0,90.0,69.0,2.0
2014-03-06 16:43:47,1394124227.0,90.0,69.0,2.0
2014-03-06 16:43:59,1394124239.0,86.0,66.0,2.0
2014-03-06 16:44:01,1394124241.0,86.0,66.0,2.0
2014-03-06 16:44:13,1394124253.0,86.0,64.0,2.0
2014-03-06 16:44:16,1394124256.0,86.0,64.0,2.0
2014-03-06 16:44:19,1394124259.0,86.0,64.0,2.0
2014-03-06 16:44:27,1394124267.0,85.0,63.0,2.0
2014-03-06 16:44:30,1394124270.0,85.0,63.0,2.0
2014-03-06 16:44:33,1394124273.0,85.0,63.0,2.0
2014-03-06 16:44:44,1394124284.0,84.0,63.0,2.0
2014-03-06 16:44:47,1394124287.0,84.0,64.0,2.0
2014-03-06 16:44:59,1394124299.0,84.0,63.0,2.0
2014-03-06 16:45:02,1394124302.0,84.0,67.0,2.0
2014-03-06 16:45:13,1394124313.0,83.0,65.0,2.0
2014-03-06 16:45:16,1394124316.0,83.0,65.0,2.0
2014-03-06 16:45:19,1394124319.0,84.0,65.0,2.0
2014-03-06 16:45:28,1394124328.0,83.0,65.0,2.0
2014-03-06 16:45:31,1394124331.0,83.0,65.0,2.0
2014-03-06 16:45:33,1394124333.0,83.0,65.0,2.0
2014-03-06 16:45:45,1394124345.0,83.0,71.0,2.0
2014-03-06 16:45:47,1394124347.0,83.0,71.0,2.0
2014-03-06 16:45:59,1394124359.0,83.0,62.0,2.0
2014-03-06 16:46:02,1394124362.0,83.0,62.0,2.0
2014-03-06 16:46:13,1394124373.0,82.0,64.0,2.0
2014-03-06 16:46:16,1394124376.0,81.0,64.0,2.0
2014-03-06 16:46:18,1394124378.0,81.0,64.0,2.0
2014-03-06 16:46:28,1394124388.0,81.0,64.0,2.0
2014-03-06 16:46:30,1394124390.0,81.0,64.0,2.0
2014-03-06 16:46:33,1394124393.0,81.0,64.0,2.0
2014-03-06 16:46:44,1394124404.0,82.0,65.0,2.0
2014-03-06 16:46:47,1394124407.0,82.0,64.0,2.0
2014-03-06 16:46:59,1394124419.0,81.0,63.0,2.0
2014-03-06 16:47:01,1394124421.0,81.0,63.0,2.0
2014-03-06 16:47:13,1394124433.0,81.0,64.0,2.0
2014-03-06 16:47:15,1394124435.0,81.0,64.0,2.0
2014-03-06 16:47:19,1394124439.0,81.0,63.0,2.0
2014-03-06 16:47:27,1394124447.0,81.0,64.0,2.0
2014-03-06 16:47:30,1394124450.0,81.0,63.0,2.0
2014-03-06 16:47:33,1394124453.0,81.0,63.0,2.0
2014-03-06 16:47:44,1394124464.0,81.0,64.0,2.0
2014-03-06 16:47:47,1394124467.0,80.0,64.0,2.0
2014-03-06 16:47:58,1394124478.0,81.0,64.0,2.0
2014-03-06 16:48:01,1394124481.0,80.0,64.0,2.0
2014-03-06 16:48:12,1394124492.0,80.0,64.0,2.0
2014-03-06 16:48:16,1394124496.0,80.0,66.0,2.0
2014-03-06 16:48:19,1394124499.0,79.0,67.0,2.0
2014-03-06 16:48:27,1394124507.0,79.0,67.0,2.0
2014-03-06 16:48:30,1394124510.0,79.0,67.0,2.0
2014-03-06 16:48:33,1394124513.0,79.0,68.0,2.0
2014-03-06 16:48:44,1394124524.0,79.0,63.0,2.0
2014-03-06 16:48:48,1394124528.0,79.0,63.0,2.0
2014-03-06 16:48:59,1394124539.0,79.0,64.0,2.0
2014-03-06 16:49:02,1394124542.0,79.0,64.0,2.0
2014-03-06 16:49:13,1394124553.0,79.0,62.0,2.0
2014-03-06 16:49:16,1394124556.0,79.0,62.0,2.0
2014-03-06 16:49:19,1394124559.0,79.0,62.0,2.0
2014-03-06 16:49:27,1394124567.0,79.0,64.0,2.0
2014-03-06 16:49:30,1394124570.0,79.0,65.0,2.0
2014-03-06 16:49:33,1394124573.0,79.0,65.0,2.0
2014-03-06 16:49:45,1394124585.0,79.0,66.0,2.0
2014-03-06 16:49:47,1394124587.0,79.0,67.0,2.0
2014-03-06 16:49:59,1394124599.0,79.0,66.0,2.0
2014-03-06 16:50:01,1394124601.0,79.0,66.0,2.0
2014-03-06 16:50:13,1394124613.0,78.0,66.0,2.0
2014-03-06 16:50:16,1394124616.0,78.0,66.0,2.0
2014-03-06 16:50:19,1394124619.0,78.0,67.0,2.0
2014-03-06 16:50:28,1394124628.0,78.0,65.0,2.0
2014-03-06 16:50:30,1394124630.0,78.0,68.0,2.0
2014-03-06 16:50:33,1394124633.0,78.0,68.0,2.0
2014-03-06 16:50:44,1394124644.0,78.0,66.0,2.0
2014-03-06 16:50:47,1394124647.0,78.0,66.0,2.0
2014-03-06 16:50:58,1394124658.0,78.0,62.0,2.0
2014-03-06 16:51:01,1394124661.0,78.0,63.0,2.0
2014-03-06 16:51:13,1394124673.0,77.0,64.0,2.0
2014-03-06 16:51:16,1394124676.0,77.0,64.0,2.0
2014-03-06 16:51:18,1394124678.0,77.0,64.0,2.0
2014-03-06 16:51:27,1394124687.0,78.0,62.0,2.0
2014-03-06 16:51:30,1394124690.0,77.0,62.0,2.0
2014-03-06 16:51:32,1394124692.0,77.0,62.0,2.0
2014-03-06 16:51:44,1394124704.0,77.0,61.0,2.0
2014-03-06 16:51:47,1394124707.0,77.0,61.0,2.0
2014-03-06 16:51:59,1394124719.0,77.0,67.0,2.0
2014-03-06 16:52:01,1394124721.0,77.0,67.0,2.0
2014-03-06 16:52:13,1394124733.0,76.0,61.0,2.0
2014-03-06 16:52:15,1394124735.0,76.0,62.0,2.0
2014-03-06 16:52:18,1394124738.0,76.0,62.0,2.0
2014-03-06 16:52:27,1394124747.0,76.0,62.0,2.0
2014-03-06 16:52:30,1394124750.0,76.0,62.0,2.0
2014-03-06 16:52:33,1394124753.0,77.0,62.0,2.0
2014-03-06 16:52:44,1394124764.0,76.0,63.0,2.0
2014-03-06 16:52:47,1394124767.0,76.0,65.0,2.0
2014-03-06 16:52:58,1394124778.0,77.0,68.0,2.0
2014-03-06 16:53:01,1394124781.0,77.0,65.0,2.0
2014-03-06 16:53:12,1394124792.0,77.0,65.0,2.0
2014-03-06 16:53:15,1394124795.0,77.0,65.0,2.0
2014-03-06 16:53:18,1394124798.0,77.0,64.0,2.0
2014-03-06 16:53:27,1394124807.0,76.0,63.0,2.0
2014-03-06 16:53:30,1394124810.0,76.0,63.0,2.0
2014-03-06 16:53:32,1394124812.0,76.0,62.0,2.0
2014-03-06 16:53:44,1394124824.0,76.0,59.0,2.0
2014-03-06 16:53:47,1394124827.0,76.0,59.0,2.0
2014-03-06 16:53:58,1394124838.0,76.0,64.0,2.0
2014-03-06 16:54:01,1394124841.0,76.0,64.0,2.0
2014-03-06 16:54:12,1394124852.0,76.0,61.0,2.0
2014-03-06 16:54:15,1394124855.0,76.0,62.0,2.0
2014-03-06 16:54:19,1394124859.0,76.0,62.0,2.0
2014-03-06 16:54:27,1394124867.0,76.0,66.0,2.0
2014-03-06 16:54:29,1394124869.0,76.0,66.0,2.0
2014-03-06 16:54:33,1394124873.0,76.0,61.0,2.0
2014-03-06 16:54:44,1394124884.0,76.0,61.0,2.0
2014-03-06 16:54:47,1394124887.0,76.0,67.0,2.0
2014-03-06 16:54:58,1394124898.0,75.0,59.0,2.0
2014-03-06 16:55:02,1394124902.0,75.0,59.0,2.0
2014-03-06 16:55:12,1394124912.0,75.0,59.0,2.0
2014-03-06 16:55:16,1394124916.0,75.0,59.0,2.0
2014-03-06 16:55:18,1394124918.0,75.0,59.0,2.0
2014-03-06 16:55:27,1394124927.0,75.0,60.0,2.0
2014-03-06 16:55:30,1394124930.0,75.0,60.0,2.0
2014-03-06 16:55:32,1394124932.0,75.0,60.0,2.0
2014-03-06 16:55:45,1394124945.0,75.0,60.0,2.0
2014-03-06 16:55:46,1394124946.0,75.0,60.0,2.0
2014-03-06 16:55:59,1394124959.0,74.0,59.0,2.0
2014-03-06 16:56:01,1394124961.0,74.0,60.0,2.0
2014-03-06 16:56:13,1394124973.0,74.0,60.0,2.0
2014-03-06 16:56:15,1394124975.0,74.0,60.0,2.0
2014-03-06 16:56:18,1394124978.0,75.0,60.0,2.0
2014-03-06 16:56:27,1394124987.0,75.0,59.0,2.0
2014-03-06 16:56:29,1394124989.0,75.0,59.0,2.0
2014-03-06 16:56:32,1394124992.0,75.0,60.0,2.0
2014-03-06 16:56:44,1394125004.0,75.0,59.0,2.0
2014-03-06 16:56:47,1394125007.0,75.0,59.0,2.0
2014-03-06 16:56:58,1394125018.0,75.0,60.0,2.0
2014-03-06 16:57:01,1394125021.0,74.0,60.0,2.0
2014-03-06 16:57:12,1394125032.0,74.0,59.0,2.0
2014-03-06 16:57:15,1394125035.0,74.0,60.0,2.0
2014-03-06 16:57:18,1394125038.0,75.0,60.0,2.0
2014-03-06 16:57:26,1394125046.0,75.0,60.0,2.0
2014-03-06 16:57:30,1394125050.0,75.0,60.0,2.0
2014-03-06 16:57:33,1394125053.0,75.0,59.0,2.0
2014-03-06 16:57:44,1394125064.0,74.0,60.0,2.0
2014-03-06 16:57:47,1394125067.0,74.0,61.0,2.0
2014-03-06 16:57:58,1394125078.0,74.0,62.0,2.0
2014-03-06 16:58:01,1394125081.0,74.0,62.0,2.0
2014-03-06 16:58:12,1394125092.0,74.0,67.0,2.0
2014-03-06 16:58:15,1394125095.0,74.0,67.0,2.0
2014-03-06 16:58:18,1394125098.0,74.0,62.0,2.0
2014-03-06 16:58:27,1394125107.0,74.0,63.0,2.0
2014-03-06 16:58:30,1394125110.0,74.0,63.0,2.0
2014-03-06 16:58:33,1394125113.0,74.0,63.0,2.0
2014-03-06 16:58:44,1394125124.0,74.0,70.0,2.0
2014-03-06 16:58:47,1394125127.0,74.0,70.0,2.0
2014-03-06 16:58:58,1394125138.0,74.0,63.0,2.0
2014-03-06 16:59:01,1394125141.0,74.0,68.0,2.0
2014-03-06 16:59:13,1394125153.0,74.0,64.0,2.0
2014-03-06 16:59:15,1394125155.0,74.0,64.0,2.0
2014-03-06 16:59:19,1394125159.0,74.0,66.0,2.0
2014-03-06 16:59:27,1394125167.0,74.0,66.0,2.0
2014-03-06 16:59:30,1394125170.0,74.0,66.0,2.0
2014-03-06 16:59:33,1394125173.0,74.0,64.0,2.0
2014-03-06 16:59:44,1394125184.0,73.0,65.0,2.0
2014-03-06 16:59:47,1394125187.0,73.0,65.0,2.0
2014-03-06 16:59:58,1394125198.0,73.0,65.0,2.0
2014-03-06 17:00:02,1394125202.0,74.0,65.0,2.0
2014-03-06 17:00:13,1394125213.0,74.0,66.0,2.0
2014-03-06 17:00:16,1394125216.0,74.0,62.0,2.0
2014-03-06 17:00:18,1394125218.0,73.0,62.0,2.0
2014-03-06 17:00:27,1394125227.0,74.0,62.0,2.0
2014-03-06 17:00:30,1394125230.0,73.0,62.0,2.0
2014-03-06 17:00:32,1394125232.0,73.0,62.0,2.0
2014-03-06 17:00:45,1394125245.0,74.0,62.0,2.0
2014-03-06 17:00:47,1394125247.0,74.0,62.0,2.0
2014-03-06 17:00:59,1394125259.0,74.0,70.0,2.0
2014-03-06 17:01:01,1394125261.0,74.0,70.0,2.0
2014-03-06 17:01:13,1394125273.0,73.0,63.0,2.0
2014-03-06 17:01:15,1394125275.0,73.0,63.0,2.0
2014-03-06 17:01:18,1394125278.0,73.0,63.0,2.0
2014-03-06 17:01:28,1394125288.0,74.0,64.0,2.0
2014-03-06 17:01:30,1394125290.0,74.0,67.0,2.0
2014-03-06 17:01:33,1394125293.0,73.0,67.0,2.0
2014-03-06 17:01:45,1394125305.0,73.0,68.0,2.0
2014-03-06 17:01:48,1394125308.0,73.0,65.0,2.0
2014-03-06 17:02:00,1394125320.0,73.0,67.0,2.0
2014-03-06 17:02:03,1394125323.0,73.0,67.0,2.0
2014-03-06 17:02:14,1394125334.0,73.0,66.0,2.0
2014-03-06 17:02:17,1394125337.0,73.0,66.0,2.0
2014-03-06 17:02:19,1394125339.0,73.0,64.0,2.0
2014-03-06 17:02:28,1394125348.0,73.0,64.0,2.0
2014-03-06 17:02:31,1394125351.0,73.0,63.0,2.0
2014-03-06 17:02:33,1394125353.0,73.0,63.0,2.0
2014-03-06 17:02:45,1394125365.0,72.0,65.0,2.0
2014-03-06 17:02:47,1394125367.0,73.0,65.0,2.0
2014-03-06 17:03:00,1394125380.0,72.0,59.0,2.0
2014-03-06 17:03:01,1394125381.0,72.0,59.0,2.0
2014-03-06 17:03:14,1394125394.0,72.0,64.0,2.0
2014-03-06 17:03:15,1394125395.0,72.0,64.0,2.0
2014-03-06 17:03:19,1394125399.0,72.0,64.0,2.0
2014-03-06 17:03:28,1394125408.0,73.0,70.0,2.0
2014-03-06 17:03:30,1394125410.0,73.0,70.0,2.0
2014-03-06 17:03:33,1394125413.0,73.0,67.0,2.0
2014-03-06 17:03:44,1394125424.0,72.0,25.0,2.0
2014-03-06 17:03:47,1394125427.0,72.0,25.0,2.0
2014-03-06 17:03:58,1394125438.0,73.0,25.0,2.0
2014-03-06 17:04:02,1394125442.0,73.0,25.0,2.0
2014-03-06 17:04:12,1394125452.0,73.0,25.0,2.0
2014-03-06 17:04:16,1394125456.0,72.0,25.0,2.0
2014-03-06 17:04:19,1394125459.0,72.0,25.0,2.0
2014-03-06 17:04:27,1394125467.0,72.0,25.0,2.0
2014-03-06 17:04:30,1394125470.0,72.0,25.0,2.0
2014-03-06 17:04:33,1394125473.0,72.0,25.0,2.0
2014-03-06 17:04:45,1394125485.0,72.0,25.0,2.0
2014-03-06 17:04:47,1394125487.0,72.0,25.0,2.0
2014-03-06 17:04:59,1394125499.0,87.0,25.0,2.0
2014-03-06 17:05:01,1394125501.0,87.0,25.0,2.0
2014-03-06 17:05:13,1394125513.0,72.0,25.0,2.0
2014-03-06 17:05:16,1394125516.0,72.0,25.0,2.0
2014-03-06 17:05:19,1394125519.0,72.0,25.0,2.0
2014-03-06 17:05:27,1394125527.0,72.0,25.0,2.0
2014-03-06 17:05:30,1394125530.0,72.0,25.0,2.0
2014-03-06 17:05:33,1394125533.0,72.0,25.0,2.0
