Time,Unix,Fridge,Television,Microwave
2014-03-07 10:39:03,1394188743.0,9.0,20.0,1.0
2014-03-07 10:39:16,1394188756.0,9.0,19.0,1.0
2014-03-07 10:39:17,1394188757.0,9.0,19.0,1.0
2014-03-07 10:39:19,1394188759.0,9.0,20.0,1.0
2014-03-07 10:39:31,1394188771.0,9.0,20.0,1.0
2014-03-07 10:39:32,1394188772.0,9.0,20.0,1.0
2014-03-07 10:39:34,1394188774.0,9.0,20.0,1.0
2014-03-07 10:39:47,1394188787.0,9.0,20.0,1.0
2014-03-07 10:39:49,1394188789.0,9.0,20.0,1.0
2014-03-07 10:40:02,1394188802.0,9.0,20.0,1.0
2014-03-07 10:40:04,1394188804.0,9.0,20.0,1.0
2014-03-07 10:40:16,1394188816.0,9.0,20.0,1.0
2014-03-07 10:40:18,1394188818.0,9.0,20.0,1.0
2014-03-07 10:40:19,1394188819.0,9.0,20.0,1.0
2014-03-07 10:40:30,1394188830.0,9.0,20.0,1.0
2014-03-07 10:40:33,1394188833.0,9.0,20.0,1.0
2014-03-07 10:40:34,1394188834.0,9.0,19.0,1.0
2014-03-07 10:40:47,1394188847.0,9.0,20.0,1.0
2014-03-07 10:40:48,1394188848.0,9.0,20.0,1.0
2014-03-07 10:41:01,1394188861.0,9.0,20.0,1.0
2014-03-07 10:41:02,1394188862.0,9.0,20.0,1.0
2014-03-07 10:41:16,1394188876.0,9.0,20.0,1.0
2014-03-07 10:41:17,1394188877.0,9.0,20.0,1.0
2014-03-07 10:41:19,1394188879.0,9.0,20.0,1.0
2014-03-07 10:41:31,1394188891.0,9.0,20.0,1.0
2014-03-07 10:41:34,1394188894.0,9.0,20.0,1.0
2014-03-07 10:41:46,1394188906.0,9.0,19.0,1.0
2014-03-07 10:41:48,1394188908.0,9.0,20.0,1.0
2014-03-07 10:42:00,1394188920.0,9.0,19.0,1.0
2014-03-07 10:42:02,1394188922.0,9.0,19.0,1.0
2014-03-07 10:42:14,1394188934.0,9.0,19.0,1.0
2014-03-07 10:42:16,1394188936.0,9.0,19.0,1.0
2014-03-07 10:42:19,1394188939.0,9.0,20.0,1.0
2014-03-07 10:42:29,1394188949.0,9.0,20.0,1.0
2014-03-07 10:42:31,1394188951.0,9.0,20.0,1.0
2014-03-07 10:42:33,1394188953.0,9.0,19.0,1.0
2014-03-07 10:42:45,1394188965.0,9.0,20.0,1.0
2014-03-07 10:42:48,1394188968.0,9.0,20.0,1.0
2014-03-07 10:42:59,1394188979.0,9.0,20.0,1.0
2014-03-07 10:43:02,1394188982.0,9.0,20.0,1.0
2014-03-07 10:43:14,1394188994.0,9.0,20.0,1.0
2014-03-07 10:43:17,1394188997.0,9.0,20.0,1.0
2014-03-07 10:43:19,1394188999.0,9.0,20.0,1.0
2014-03-07 10:43:28,1394189008.0,9.0,20.0,1.0
2014-03-07 10:43:31,1394189011.0,9.0,20.0,1.0
2014-03-07 10:43:33,1394189013.0,9.0,20.0,1.0
2014-03-07 10:43:45,1394189025.0,9.0,20.0,1.0
2014-03-07 10:43:47,1394189027.0,9.0,19.0,1.0
2014-03-07 10:44:00,1394189040.0,9.0,20.0,1.0
2014-03-07 10:44:01,1394189041.0,9.0,20.0,1.0
2014-03-07 10:44:14,1394189054.0,9.0,20.0,1.0
2014-03-07 10:44:16,1394189056.0,9.0,20.0,1.0
2014-03-07 10:44:18,1394189058.0,9.0,20.0,1.0
2014-03-07 10:44:28,1394189068.0,9.0,19.0,1.0
2014-03-07 10:44:30,1394189070.0,9.0,19.0,1.0
2014-03-07 10:44:33,1394189073.0,9.0,19.0,1.0
2014-03-07 10:44:45,1394189085.0,9.0,20.0,1.0
2014-03-07 10:44:47,1394189087.0,9.0,20.0,1.0
2014-03-07 10:44:59,1394189099.0,9.0,20.0,1.0
2014-03-07 10:45:02,1394189102.0,9.0,20.0,1.0
2014-03-07 10:45:13,1394189113.0,9.0,20.0,1.0
2014-03-07 10:45:16,1394189116.0,9.0,20.0,1.0
2014-03-07 10:45:18,1394189118.0,9.0,20.0,1.0
2014-03-07 10:45:27,1394189127.0,9.0,20.0,1.0
2014-03-07 10:45:30,1394189130.0,9.0,20.0,1.0
2014-03-07 10:45:33,1394189133.0,9.0,20.0,1.0
2014-03-07 10:45:45,1394189145.0,9.0,20.0,1.0
2014-03-07 10:45:47,1394189147.0,9.0,20.0,1.0
2014-03-07 10:45:59,1394189159.0,9.0,20.0,1.0
2014-03-07 10:46:01,1394189161.0,9.0,20.0,1.0
2014-03-07 10:46:13,1394189173.0,8.0,19.0,1.0
2014-03-07 10:46:16,1394189176.0,9.0,19.0,1.0
2014-03-07 10:46:19,1394189179.0,9.0,20.0,1.0
2014-03-07 10:46:28,1394189188.0,9.0,20.0,1.0
2014-03-07 10:46:30,1394189190.0,9.0,20.0,1.0
2014-03-07 10:46:33,1394189193.0,9.0,20.0,1.0
2014-03-07 10:46:44,1394189204.0,9.0,20.0,1.0
2014-03-07 10:46:48,1394189208.0,9.0,20.0,1.0
2014-03-07 10:46:59,1394189219.0,9.0,20.0,1.0
2014-03-07 10:47:02,1394189222.0,9.0,20.0,1.0
2014-03-07 10:47:13,1394189233.0,9.0,20.0,1.0
2014-03-07 10:47:17,1394189237.0,9.0,20.0,1.0
2014-03-07 10:47:18,1394189238.0,9.0,20.0,1.0
2014-03-07 10:47:27,1394189247.0,9.0,20.0,1.0
2014-03-07 10:47:31,1394189251.0,9.0,20.0,1.0
2014-03-07 10:47:33,1394189253.0,9.0,20.0,1.0
2014-03-07 10:47:45,1394189265.0,149.0,20.0,1.0
2014-03-07 10:47:47,1394189267.0,149.0,20.0,1.0
2014-03-07 10:48:00,1394189280.0,145.0,19.0,1.0
2014-03-07 10:48:01,1394189281.0,137.0,19.0,1.0
2014-03-07 10:48:14,1394189294.0,140.0,20.0,1.0
2014-03-07 10:48:15,1394189295.0,140.0,20.0,1.0
2014-03-07 10:48:19,1394189299.0,140.0,20.0,1.0
2014-03-07 10:48:28,1394189308.0,124.0,20.0,1.0
2014-03-07 10:48:30,1394189310.0,124.0,20.0,1.0
2014-03-07 10:48:33,1394189313.0,125.0,20.0,1.0
2014-03-07 10:48:44,1394189324.0,126.0,20.0,1.0
2014-03-07 10:48:48,1394189328.0,125.0,20.0,1.0
2014-03-07 10:48:58,1394189338.0,124.0,20.0,1.0
2014-03-07 10:49:02,1394189342.0,124.0,20.0,1.0
2014-03-07 10:49:13,1394189353.0,124.0,20.0,1.0
2014-03-07 10:49:16,1394189356.0,123.0,20.0,1.0
2014-03-07 10:49:19,1394189359.0,123.0,20.0,1.0
2014-03-07 10:49:27,1394189367.0,123.0,20.0,1.0
2014-03-07 10:49:30,1394189370.0,133.0,20.0,1.0
2014-03-07 10:49:34,1394189374.0,131.0,20.0,1.0
2014-03-07 10:49:45,1394189385.0,129.0,19.0,1.0
2014-03-07 10:49:49,1394189389.0,129.0,20.0,1.0
2014-03-07 10:49:59,1394189399.0,126.0,19.0,1.0
2014-03-07 10:50:03,1394189403.0,126.0,20.0,1.0
2014-03-07 10:50:14,1394189414.0,123.0,20.0,1.0
2014-03-07 10:50:17,1394189417.0,121.0,20.0,1.0
2014-03-07 10:50:19,1394189419.0,121.0,20.0,1.0
2014-03-07 10:50:28,1394189428.0,121.0,20.0,1.0
2014-03-07 10:50:32,1394189432.0,119.0,20.0,1.0
2014-03-07 10:50:33,1394189433.0,119.0,20.0,1.0
2014-03-07 10:50:46,1394189446.0,119.0,20.0,1.0
2014-03-07 10:50:48,1394189448.0,119.0,20.0,1.0
2014-03-07 10:51:01,1394189461.0,111.0,20.0,1.0
2014-03-07 10:51:02,1394189462.0,112.0,20.0,1.0
2014-03-07 10:51:15,1394189475.0,112.0,20.0,1.0
2014-03-07 10:51:16,1394189476.0,112.0,19.0,1.0
2014-03-07 10:51:19,1394189479.0,112.0,19.0,1.0
2014-03-07 10:51:29,1394189489.0,117.0,19.0,1.0
2014-03-07 10:51:31,1394189491.0,117.0,19.0,1.0
2014-03-07 10:51:34,1394189494.0,117.0,19.0,1.0
2014-03-07 10:51:45,1394189505.0,119.0,19.0,1.0
2014-03-07 10:51:48,1394189508.0,119.0,20.0,1.0
2014-03-07 10:51:59,1394189519.0,118.0,20.0,1.0
2014-03-07 10:52:02,1394189522.0,118.0,20.0,1.0
2014-03-07 10:52:14,1394189534.0,118.0,20.0,1.0
2014-03-07 10:52:17,1394189537.0,120.0,20.0,1.0
2014-03-07 10:52:19,1394189539.0,120.0,20.0,1.0
2014-03-07 10:52:28,1394189548.0,121.0,20.0,1.0
2014-03-07 10:52:31,1394189551.0,121.0,20.0,1.0
2014-03-07 10:52:33,1394189553.0,121.0,20.0,1.0
2014-03-07 10:52:45,1394189565.0,121.0,20.0,1.0
2014-03-07 10:52:47,1394189567.0,121.0,20.0,1.0
2014-03-07 10:53:00,1394189580.0,121.0,20.0,1.0
2014-03-07 10:53:02,1394189582.0,121.0,20.0,1.0
2014-03-07 10:53:14,1394189594.0,121.0,20.0,1.0
2014-03-07 10:53:16,1394189596.0,121.0,20.0,1.0
2014-03-07 10:53:20,1394189600.0,121.0,20.0,1.0
2014-03-07 10:53:28,1394189608.0,121.0,20.0,1.0
2014-03-07 10:53:30,1394189610.0,121.0,20.0,1.0
2014-03-07 10:53:34,1394189614.0,121.0,20.0,1.0
2014-03-07 10:53:45,1394189625.0,121.0,20.0,1.0
2014-03-07 10:53:48,1394189628.0,120.0,20.0,1.0
2014-03-07 10:53:59,1394189639.0,120.0,19.0,1.0
2014-03-07 10:54:03,1394189643.0,120.0,20.0,1.0
2014-03-07 10:54:13,1394189653.0,120.0,20.0,1.0
2014-03-07 10:54:17,1394189657.0,120.0,20.0,1.0
2014-03-07 10:54:19,1394189659.0,120.0,20.0,1.0
2014-03-07 10:54:28,1394189668.0,120.0,20.0,1.0
2014-03-07 10:54:31,1394189671.0,120.0,20.0,1.0
2014-03-07 10:54:34,1394189674.0,121.0,20.0,1.0
2014-03-07 10:54:45,1394189685.0,121.0,20.0,1.0
2014-03-07 10:54:48,1394189688.0,121.0,20.0,1.0
2014-03-07 10:55:00,1394189700.0,120.0,20.0,1.0
2014-03-07 10:55:02,1394189702.0,120.0,20.0,1.0
2014-03-07 10:55:14,1394189714.0,120.0,19.0,1.0
2014-03-07 10:55:17,1394189717.0,120.0,19.0,1.0
2014-03-07 10:55:18,1394189718.0,120.0,20.0,1.0
2014-03-07 10:55:28,1394189728.0,120.0,20.0,1.0
2014-03-07 10:55:31,1394189731.0,120.0,20.0,1.0
2014-03-07 10:55:33,1394189733.0,120.0,20.0,1.0
2014-03-07 10:55:45,1394189745.0,120.0,19.0,1.0
2014-03-07 10:55:47,1394189747.0,120.0,19.0,1.0
2014-03-07 10:55:59,1394189759.0,120.0,20.0,1.0
2014-03-07 10:56:01,1394189761.0,120.0,20.0,1.0
2014-03-07 10:56:14,1394189774.0,120.0,20.0,1.0
2014-03-07 10:56:15,1394189775.0,120.0,20.0,1.0
2014-03-07 10:56:19,1394189779.0,121.0,20.0,1.0
2014-03-07 10:56:28,1394189788.0,121.0,20.0,1.0
2014-03-07 10:56:30,1394189790.0,121.0,20.0,1.0
2014-03-07 10:56:33,1394189793.0,120.0,19.0,1.0
2014-03-07 10:56:44,1394189804.0,121.0,20.0,1.0
2014-03-07 10:56:47,1394189807.0,121.0,20.0,1.0
2014-03-07 10:56:58,1394189818.0,120.0,19.0,1.0
2014-03-07 10:57:02,1394189822.0,121.0,19.0,1.0
2014-03-07 10:57:13,1394189833.0,121.0,19.0,1.0
2014-03-07 10:57:16,1394189836.0,121.0,19.0,1.0
2014-03-07 10:57:19,1394189839.0,121.0,19.0,1.0
2014-03-07 10:57:27,1394189847.0,121.0,20.0,1.0
2014-03-07 10:57:30,1394189850.0,121.0,20.0,1.0
2014-03-07 10:57:34,1394189854.0,121.0,20.0,1.0
2014-03-07 10:57:45,1394189865.0,120.0,20.0,1.0
2014-03-07 10:57:48,1394189868.0,121.0,20.0,1.0
2014-03-07 10:58:00,1394189880.0,121.0,20.0,1.0
2014-03-07 10:58:03,1394189883.0,121.0,20.0,1.0
2014-03-07 10:58:14,1394189894.0,121.0,20.0,1.0
2014-03-07 10:58:17,1394189897.0,122.0,20.0,1.0
2014-03-07 10:58:19,1394189899.0,122.0,20.0,1.0
2014-03-07 10:58:28,1394189908.0,121.0,20.0,1.0
2014-03-07 10:58:31,1394189911.0,120.0,20.0,1.0
2014-03-07 10:58:33,1394189913.0,120.0,20.0,1.0
2014-03-07 10:58:46,1394189926.0,122.0,20.0,1.0
2014-03-07 10:58:47,1394189927.0,120.0,20.0,1.0
2014-03-07 10:59:00,1394189940.0,120.0,20.0,1.0
2014-03-07 10:59:02,1394189942.0,120.0,20.0,1.0
2014-03-07 10:59:15,1394189955.0,119.0,20.0,1.0
2014-03-07 10:59:17,1394189957.0,119.0,20.0,1.0
2014-03-07 10:59:20,1394189960.0,119.0,20.0,1.0
2014-03-07 10:59:29,1394189969.0,119.0,20.0,1.0
2014-03-07 10:59:31,1394189971.0,120.0,20.0,1.0
2014-03-07 10:59:34,1394189974.0,120.0,20.0,1.0
2014-03-07 10:59:46,1394189986.0,120.0,20.0,1.0
2014-03-07 10:59:49,1394189989.0,120.0,20.0,1.0
2014-03-07 11:00:00,1394190000.0,120.0,20.0,1.0
2014-03-07 11:00:03,1394190003.0,120.0,20.0,1.0
2014-03-07 11:00:14,1394190014.0,118.0,20.0,1.0
2014-03-07 11:00:18,1394190018.0,118.0,20.0,1.0
2014-03-07 11:00:19,1394190019.0,118.0,20.0,1.0
2014-03-07 11:00:28,1394190028.0,120.0,19.0,1.0
2014-03-07 11:00:33,1394190033.0,120.0,19.0,1.0
2014-03-07 11:00:47,1394190047.0,119.0,19.0,1.0
2014-03-07 11:01:01,1394190061.0,119.0,20.0,1.0
2014-03-07 11:01:02,1394190062.0,119.0,20.0,1.0
2014-03-07 11:01:16,1394190076.0,120.0,20.0,1.0
2014-03-07 11:01:19,1394190079.0,120.0,20.0,1.0
2014-03-07 11:01:30,1394190090.0,119.0,20.0,1.0
2014-03-07 11:01:34,1394190094.0,119.0,20.0,1.0
2014-03-07 11:01:45,1394190105.0,119.0,20.0,1.0
2014-03-07 11:01:48,1394190108.0,119.0,20.0,1.0
2014-03-07 11:01:59,1394190119.0,119.0,20.0,1.0
2014-03-07 11:02:02,1394190122.0,119.0,20.0,1.0
2014-03-07 11:02:13,1394190133.0,119.0,20.0,1.0
2014-03-07 11:02:17,1394190137.0,119.0,20.0,1.0
2014-03-07 11:02:19,1394190139.0,119.0,20.0,1.0
2014-03-07 11:02:28,1394190148.0,120.0,20.0,1.0
2014-03-07 11:02:31,1394190151.0,119.0,20.0,1.0
2014-03-07 11:02:33,1394190153.0,119.0,20.0,1.0
2014-03-07 11:02:45,1394190165.0,119.0,20.0,1.0
2014-03-07 11:02:47,1394190167.0,119.0,20.0,1.0
2014-03-07 11:03:00,1394190180.0,119.0,20.0,1.0
2014-03-07 11:03:01,1394190181.0,119.0,20.0,1.0
2014-03-07 11:03:14,1394190194.0,118.0,20.0,1.0
2014-03-07 11:03:16,1394190196.0,118.0,20.0,1.0
2014-03-07 11:03:19,1394190199.0,118.0,20.0,1.0
2014-03-07 11:03:28,1394190208.0,118.0,20.0,1.0
2014-03-07 11:03:30,1394190210.0,118.0,20.0,1.0
2014-03-07 11:03:33,1394190213.0,118.0,20.0,1.0
2014-03-07 11:03:44,1394190224.0,118.0,20.0,1.0
2014-03-07 11:03:47,1394190227.0,118.0,20.0,1.0
2014-03-07 11:03:59,1394190239.0,118.0,20.0,1.0
2014-03-07 11:04:02,1394190242.0,118.0,20.0,1.0
2014-03-07 11:04:13,1394190253.0,118.0,20.0,1.0
2014-03-07 11:04:16,1394190256.0,118.0,20.0,1.0
2014-03-07 11:04:19,1394190259.0,119.0,20.0,1.0
2014-03-07 11:04:27,1394190267.0,118.0,20.0,1.0
2014-03-07 11:04:30,1394190270.0,118.0,20.0,1.0
2014-03-07 11:04:34,1394190274.0,118.0,20.0,1.0
2014-03-07 11:04:52,1394190292.0,118.0,20.0,1.0
2014-03-07 11:04:57,1394190297.0,118.0,20.0,1.0
2014-03-07 11:05:07,1394190307.0,118.0,20.0,1.0
2014-03-07 11:05:11,1394190311.0,118.0,20.0,1.0
2014-03-07 11:05:19,1394190319.0,117.0,20.0,1.0
2014-03-07 11:05:21,1394190321.0,117.0,20.0,1.0
2014-03-07 11:05:26,1394190326.0,118.0,20.0,1.0
2014-03-07 11:05:34,1394190334.0,117.0,20.0,1.0
2014-03-07 11:05:36,1394190336.0,117.0,20.0,1.0
2014-03-07 11:05:40,1394190340.0,117.0,19.0,1.0
2014-03-07 11:05:48,1394190348.0,118.0,20.0,1.0
2014-03-07 11:05:55,1394190355.0,118.0,20.0,1.0
2014-03-07 11:06:03,1394190363.0,118.0,20.0,1.0
2014-03-07 11:06:10,1394190370.0,117.0,20.0,1.0
2014-03-07 11:06:17,1394190377.0,117.0,20.0,1.0
2014-03-07 11:06:19,1394190379.0,117.0,20.0,1.0
2014-03-07 11:06:24,1394190384.0,117.0,20.0,1.0
2014-03-07 11:06:31,1394190391.0,117.0,20.0,1.0
2014-03-07 11:06:33,1394190393.0,118.0,20.0,1.0
2014-03-07 11:06:38,1394190398.0,118.0,20.0,1.0
2014-03-07 11:06:46,1394190406.0,117.0,20.0,1.0
2014-03-07 11:06:47,1394190407.0,117.0,20.0,1.0
2014-03-07 11:07:00,1394190420.0,118.0,20.0,1.0
2014-03-07 11:07:02,1394190422.0,118.0,20.0,1.0
2014-03-07 11:07:14,1394190434.0,117.0,20.0,1.0
2014-03-07 11:07:16,1394190436.0,117.0,20.0,1.0
2014-03-07 11:07:18,1394190438.0,117.0,20.0,1.0
2014-03-07 11:07:29,1394190449.0,117.0,20.0,1.0
2014-03-07 11:07:31,1394190451.0,117.0,20.0,1.0
2014-03-07 11:07:33,1394190453.0,117.0,19.0,1.0
2014-03-07 11:07:45,1394190465.0,117.0,20.0,1.0
2014-03-07 11:07:47,1394190467.0,117.0,20.0,1.0
2014-03-07 11:07:59,1394190479.0,117.0,20.0,1.0
2014-03-07 11:08:02,1394190482.0,9.0,20.0,1.0
2014-03-07 11:08:13,1394190493.0,9.0,20.0,1.0
2014-03-07 11:08:16,1394190496.0,9.0,20.0,1.0
2014-03-07 11:08:19,1394190499.0,9.0,20.0,1.0
2014-03-07 11:08:28,1394190508.0,9.0,20.0,1.0
2014-03-07 11:08:30,1394190510.0,9.0,20.0,1.0
2014-03-07 11:08:33,1394190513.0,9.0,20.0,1.0
2014-03-07 11:08:45,1394190525.0,9.0,20.0,1.0
2014-03-07 11:08:47,1394190527.0,9.0,19.0,1.0
2014-03-07 11:08:59,1394190539.0,9.0,20.0,1.0
2014-03-07 11:09:02,1394190542.0,9.0,20.0,1.0
2014-03-07 11:09:13,1394190553.0,9.0,20.0,1.0
2014-03-07 11:09:16,1394190556.0,9.0,20.0,1.0
2014-03-07 11:09:20,1394190560.0,9.0,20.0,1.0
2014-03-07 11:09:28,1394190568.0,9.0,19.0,1.0
2014-03-07 11:09:30,1394190570.0,9.0,20.0,1.0
2014-03-07 11:09:34,1394190574.0,9.0,20.0,1.0
2014-03-07 11:09:45,1394190585.0,9.0,19.0,1.0
2014-03-07 11:09:48,1394190588.0,9.0,19.0,1.0
2014-03-07 11:09:59,1394190599.0,9.0,20.0,1.0
2014-03-07 11:10:03,1394190603.0,9.0,20.0,1.0
2014-03-07 11:10:13,1394190613.0,9.0,19.0,1.0
2014-03-07 11:10:17,1394190617.0,9.0,19.0,1.0
2014-03-07 11:10:19,1394190619.0,9.0,19.0,1.0
2014-03-07 11:10:28,1394190628.0,9.0,20.0,1.0
2014-03-07 11:10:31,1394190631.0,9.0,20.0,1.0
2014-03-07 11:10:33,1394190633.0,9.0,20.0,1.0
2014-03-07 11:10:46,1394190646.0,9.0,20.0,1.0
2014-03-07 11:10:48,1394190648.0,9.0,20.0,1.0
2014-03-07 11:11:00,1394190660.0,9.0,20.0,1.0
2014-03-07 11:11:02,1394190662.0,9.0,20.0,1.0
2014-03-07 11:11:15,1394190675.0,9.0,20.0,1.0
2014-03-07 11:11:17,1394190677.0,9.0,20.0,1.0
2014-03-07 11:11:19,1394190679.0,9.0,20.0,1.0
2014-03-07 11:11:29,1394190689.0,9.0,20.0,1.0
2014-03-07 11:11:31,1394190691.0,9.0,20.0,1.0
2014-03-07 11:11:33,1394190693.0,9.0,20.0,1.0
2014-03-07 11:11:45,1394190705.0,9.0,19.0,1.0
2014-03-07 11:11:47,1394190707.0,9.0,19.0,1.0
2014-03-07 11:12:00,1394190720.0,9.0,20.0,1.0
2014-03-07 11:12:02,1394190722.0,9.0,20.0,1.0
2014-03-07 11:12:14,1394190734.0,9.0,20.0,1.0
2014-03-07 11:12:16,1394190736.0,9.0,20.0,1.0
2014-03-07 11:12:19,1394190739.0,9.0,20.0,1.0
2014-03-07 11:12:28,1394190748.0,9.0,20.0,1.0
2014-03-07 11:12:30,1394190750.0,9.0,20.0,1.0
2014-03-07 11:12:33,1394190753.0,9.0,20.0,1.0
2014-03-07 11:12:45,1394190765.0,9.0,20.0,1.0
2014-03-07 11:12:47,1394190767.0,9.0,20.0,1.0
2014-03-07 11:12:59,1394190779.0,8.0,19.0,1.0
2014-03-07 11:13:02,1394190782.0,8.0,20.0,1.0
2014-03-07 11:13:14,1394190794.0,9.0,20.0,1.0
2014-03-07 11:13:16,1394190796.0,9.0,20.0,1.0
2014-03-07 11:13:20,1394190800.0,9.0,20.0,1.0
2014-03-07 11:13:28,1394190808.0,9.0,19.0,1.0
2014-03-07 11:13:31,1394190811.0,9.0,19.0,1.0
2014-03-07 11:13:34,1394190814.0,9.0,20.0,1.0
2014-03-07 11:13:45,1394190825.0,9.0,20.0,1.0
2014-03-07 11:13:48,1394190828.0,9.0,20.0,1.0
2014-03-07 11:13:59,1394190839.0,9.0,20.0,1.0
2014-03-07 11:14:03,1394190843.0,9.0,20.0,1.0
2014-03-07 11:14:14,1394190854.0,9.0,20.0,1.0
2014-03-07 11:14:17,1394190857.0,9.0,20.0,1.0
2014-03-07 11:14:19,1394190859.0,9.0,20.0,1.0
2014-03-07 11:14:28,1394190868.0,8.0,20.0,1.0
2014-03-07 11:14:32,1394190872.0,9.0,19.0,1.0
2014-03-07 11:14:33,1394190873.0,9.0,19.0,1.0
2014-03-07 11:14:46,1394190886.0,9.0,20.0,1.0
2014-03-07 11:14:48,1394190888.0,9.0,20.0,1.0
2014-03-07 11:15:01,1394190901.0,8.0,20.0,1.0
2014-03-07 11:15:02,1394190902.0,9.0,20.0,1.0
2014-03-07 11:15:15,1394190915.0,9.0,20.0,1.0
2014-03-07 11:15:17,1394190917.0,9.0,20.0,1.0
2014-03-07 11:15:19,1394190919.0,9.0,20.0,1.0
2014-03-07 11:15:30,1394190930.0,9.0,20.0,1.0
2014-03-07 11:15:32,1394190932.0,9.0,20.0,1.0
2014-03-07 11:15:34,1394190934.0,9.0,20.0,1.0
2014-03-07 11:15:47,1394190947.0,19.0,20.0,1.0
2014-03-07 11:15:48,1394190948.0,19.0,20.0,1.0
2014-03-07 11:16:01,1394190961.0,8.0,20.0,1.0
2014-03-07 11:16:03,1394190963.0,8.0,20.0,1.0
2014-03-07 11:16:16,1394190976.0,9.0,20.0,1.0
2014-03-07 11:16:18,1394190978.0,9.0,20.0,1.0
2014-03-07 11:16:20,1394190980.0,9.0,20.0,1.0
2014-03-07 11:16:30,1394190990.0,9.0,20.0,1.0
2014-03-07 11:16:32,1394190992.0,9.0,20.0,1.0
2014-03-07 11:16:34,1394190994.0,9.0,20.0,1.0
2014-03-07 11:16:47,1394191007.0,9.0,20.0,1.0
2014-03-07 11:16:48,1394191008.0,9.0,20.0,1.0
2014-03-07 11:17:01,1394191021.0,9.0,20.0,1.0
2014-03-07 11:17:03,1394191023.0,9.0,20.0,1.0
2014-03-07 11:17:15,1394191035.0,9.0,20.0,1.0
2014-03-07 11:17:17,1394191037.0,9.0,20.0,1.0
2014-03-07 11:17:19,1394191039.0,9.0,20.0,1.0
2014-03-07 11:17:30,1394191050.0,9.0,19.0,1.0
2014-03-07 11:17:32,1394191052.0,9.0,19.0,1.0
2014-03-07 11:17:33,1394191053.0,9.0,19.0,1.0
2014-03-07 11:17:46,1394191066.0,9.0,20.0,1.0
2014-03-07 11:17:48,1394191068.0,9.0,20.0,1.0
2014-03-07 11:18:00,1394191080.0,8.0,20.0,1.0
2014-03-07 11:18:02,1394191082.0,8.0,20.0,1.0
2014-03-07 11:18:15,1394191095.0,146.0,20.0,1.0
2014-03-07 11:18:16,1394191096.0,146.0,20.0,1.0
2014-03-07 11:18:19,1394191099.0,146.0,20.0,1.0
2014-03-07 11:18:29,1394191109.0,140.0,19.0,1.0
2014-03-07 11:18:31,1394191111.0,140.0,19.0,1.0
2014-03-07 11:18:34,1394191114.0,140.0,19.0,1.0
